,id,priceLabel,name,brandId,brandName,imageLink,desc,vendor,striped,material,cashmere
b'893',b'461789882',b'95.0',b'Herm\xc3\xa8s Tie',b'1274',b'Hermes',b'http://bim.shopstyle.com/pim/a8/eb/a8eb00c7f53cc8fb1f98c70db8aae380_best.jpg',"b""Men's yellow Herm\xc3\xa8s silk printed necktie.""",b'TheRealReal',b'_print',b'_silk'
b'894',b'461789968',b'75.0',b'Herm\xc3\xa8s Tie',b'1274',b'Hermes',b'http://bim.shopstyle.com/pim/fc/88/fc88ee38a367ae5bcba5829c6ee428aa_best.jpg',"b""Men's green, yellow and navy Herm\xc3\xa8s silk necktie with geometric print throughout.""",b'TheRealReal',b'_print',b'_silk'
b'895',b'461790054',b'95.0',b'Herm\xc3\xa8s Silk Tie',b'1274',b'Hermes',b'http://bim.shopstyle.com/pim/de/af/deaf6c56085c191c5ca65af50d067b5f_best.jpg',"b""Men's green and cream Herm\xc3\xa8s silk striped necktie.""",b'TheRealReal',b'_striped',b'_silk'
b'900',b'462481942',b'75.0',b'Herm\xc3\xa8s Tie',b'1274',b'Hermes',b'http://bim.shopstyle.com/pim/fe/8c/fe8c5ce4a422ad22f611c5a7e7647bb3_best.jpg',"b""Men's navy, burgundy and multicolor Herm\xc3\xa8s silk necktie with tropical motif.""",b'TheRealReal',b'unknown',b'_silk'
b'908',b'464138535',b'95.0',b'Herm\xc3\xa8s Tie',b'1274',b'Hermes',b'http://bim.shopstyle.com/pim/a1/73/a173c825f75bc67c060815440be6745f_best.jpg',"b""Men's ice blue, burgundy and multicolor Herm\xc3\xa8s silk necktie with harvest motif.""",b'TheRealReal',b'unknown',b'_silk'
b'910',b'461793081',b'95.0',b'Herm\xc3\xa8s Tie',b'1274',b'Hermes',b'http://bim.shopstyle.com/pim/08/40/084021e65de620459a5c3bd551243d4d_best.jpg',"b""Men's navy and multicolor Herm\xc3\xa8s silk tie with horse motif and logo at end.""",b'TheRealReal',b'unknown',b'_silk'
b'911',b'464715532',b'75.0',b'Herm\xc3\xa8s Tie',b'1274',b'Hermes',b'http://bim.shopstyle.com/pim/a1/26/a126b5fb84763d78adcd0ba7d932abd2_best.jpg',"b""Men's pale yellow Herm\xc3\xa8s silk embroidered necktie.""",b'TheRealReal',b'unknown',b'_silk'
b'919',b'465700278',b'75.0',b'Herm\xc3\xa8s Tie',b'1274',b'Hermes',b'http://bim.shopstyle.com/pim/24/97/249759d10352ec9d6cb36595fef18864_best.jpg',"b""Men's navy, white and multicolor Herm\xc3\xa8s silk necktie with sailboat motif.""",b'TheRealReal',b'unknown',b'_silk'
b'921',b'461789542',b'95.0',b'Herm\xc3\xa8s Tie',b'1274',b'Hermes',b'http://bim.shopstyle.com/pim/79/49/79493ad9b06c2034f5b031fbd65f56bd_best.jpg',"b""Men's green Herm\xc3\xa8s silk print tie.""",b'TheRealReal',b'_print',b'_silk'
b'1015',b'462309773',b'105.01',b'Herm\xc3\xa8s Vintage jacquard tie',b'1274',b'Hermes',b'http://bim.shopstyle.com/pim/2a/1d/2a1d8b0d7016cef5ba8a3a2c90d8164c_best.jpg',b'Grey and orange silk jacquard tie from Herm\xc3\xa8s Vintage circa 1990 featuring a pointed tip and a logo tag to the rear. Please note that vintage items are not new and therefore might have minor imperfections.',b'farfetch.com',b'unknown',b'_silk'
b'1070',b'444128461',b'124.19',b'Herm\xc3\xa8s Vintage striped tie',b'1274',b'Hermes',b'http://bim.shopstyle.com/pim/40/8f/408f4daae1848a5966b88e0a8d526a37_best.jpg',"b'Bordeaux silk tie from Herm\xc3\xa8s Vintage featuring a tonal striped print, a pointed tip and a printed logo. Please note that vintage items are not new and therefore might have minor imperfections. This item fits true to size.'",b'farfetch.com',b'_striped',b'_silk'
b'1086',b'444128587',b'124.19',b'Herm\xc3\xa8s Vintage patterned tie',b'1274',b'Hermes',b'http://bim.shopstyle.com/pim/a5/2a/a52ad0708e56f7b8e87f42b1bb8a5836_best.jpg',b'Brown and green silk patterned tie from Herm\xc3\xa8s Vintage featuring a pointed tip and a printed logo. This item is true to fit.',b'farfetch.com',b'_print',b'_silk'
b'1155',b'465879936',b'128.58',b'Herm\xc3\xa8s Vintage geometric pattern tie',b'1274',b'Hermes',b'http://bim.shopstyle.com/pim/0d/98/0d98b60bbf5d875d00a9ba85da81cf8b_best.jpg',b'Tonal blue silk geometric pattern tie from Herm\xc3\xa8s Vintage. Please note that vintage items are not new and therefore might have minor imperfections.',b'farfetch.com',b'unknown',b'_silk'
b'2738',b'462907285',b'75.0',b'Herm\xc3\xa8s Tie',b'1274',b'Hermes',b'http://bim.shopstyle.com/pim/8b/9e/8b9eae2da1ac9f43efabb76c808bb69c_best.jpg',"b""Men's navy blue Herm\xc3\xa8s cherry print necktie.""",b'TheRealReal',b'_print',b'unknown'
b'2741',b'461789130',b'125.0',b'Herm\xc3\xa8s Ascot',b'1274',b'Hermes',b'http://bim.shopstyle.com/pim/fa/31/fa31c314b4176f302a53f335e4590da2_best.jpg',b'Beige silk ascot with center pleating',b'TheRealReal',b'unknown',b'_silk'
b'2759',b'461789845',b'95.0',b'Herm\xc3\xa8s Tie',b'1274',b'Hermes',b'http://bim.shopstyle.com/pim/50/47/50473e9934c8846c1e1ea67d4685005d_best.jpg',"b""Men's lime, blue and orange Herm\xc3\xa8s silk stripe necktie.""",b'TheRealReal',b'_striped',b'_silk'
b'2761',b'461789900',b'95.0',b'Herm\xc3\xa8s Tie',b'1274',b'Hermes',b'http://bim.shopstyle.com/pim/f0/70/f070d2c099a7f7a956b9a7434348c95c_best.jpg',"b""Men's gold Herm\xc3\xa8s silk fish print necktie.""",b'TheRealReal',b'_print',b'_silk'
b'2762',b'461789909',b'95.0',b'Herm\xc3\xa8s Tie',b'1274',b'Hermes',b'http://bim.shopstyle.com/pim/1d/a7/1da78b2408a966ed39b7b36d7cc50800_best.jpg',"b""Men's yellow Herm\xc3\xa8s silk printed necktie.""",b'TheRealReal',b'_print',b'_silk'
b'2763',b'461789953',b'75.0',b'Herm\xc3\xa8s Tie',b'1274',b'Hermes',b'http://bim.shopstyle.com/pim/87/ee/87eec7340143ad074018bb8a4efd80a5_best.jpg',"b""Men's crimson, bone and black Herm\xc3\xa8s silk necktie with geometric print throughout.""",b'TheRealReal',b'_print',b'_silk'
